lyrics;title
"Letra de No Preguntes Cómo EstoyQue tus Domingos sean eternos, y tus Lunes parpadeos
Que te sepa a chocolate el alquitrán de la resaca
Que el semáforo esté en verde pa' tu prisa
Y la luna siempre cuelgue en tu ventana
Pero por favor, por favor
No preguntes cómo estoy
Que el amor jamás te mienta y si te miente no te importe
Que te cierre el pantalón comiendo todo lo que quieras
Que consigas de una vez quien te merezca
Que te salga ese viaje al Himalaya
Pero por favor, por favor
No preguntes cómo estoy
Vivo al otro lado de la luna
Tengo vista al bar y a las estrellas
Y aunque sé que como tu ninguna
Ya logré borrar un par de huellas
Pero por favor, por favor
No preguntes cómo estoy
Que se pierda cada carta y cada foto del pasado
Que te olvides de acordarte que tuvimos tiempos buenos
Que yo sea solo una piedra en el camino
Y si un día nos encontramos solo pido
Que por favor, por favor
No preguntes cómo estoy
Vivo al otro lado de la luna
Tengo vista al bar y a las estrellas
Y aunque sé que como tu ninguna
Ya logré borrar un par de huellas
Pero por favor, por favor
No preguntes cómo estoy
Vivo al otro lado de la luna
Tengo vista al bar y a las estrellas
Y aunque sé que como tu ninguna
Ya logré borrar un par de huellas
Pero por favor, por favor
No preguntes cómo estoy
";No Preguntes Cómo Estoy
"Donde estas? Porque escondes la cara en la oscuridad
Yo se que estas llorando, mas no puedo evitarlo
Esas lagrimas tuyas nada cambiaran
Donde estas? Dejame ver tu rostro por ultima vez
No te sientas culpable, es culpable la vida
Que te empuja y te oblica y te aleja de mi
No renunciare, a tu amor, a tus besos tu cuerpo y tu voz
A las horas contigo en tu lecho sintiendote en mi, y yo en ti
No renunciare, a tu piel, a la forma que siempre te ame
Al perfume que deja tu cuerpo en mi cuerpo
Al sabor de tu boca no renunciare
Ven a mi, que a partir de maana otro hombre sera
El dueo de todo lo que mas adoro
El dueo de tu alma, tu cuerpo y tu amor
Ven a mi, que no sepan tus ojos que es la ultima vez
Que tus labios me besen, que tu cuerpo me abraze
Que tu vientre reciba mi ultimo adios
No renunciare, a tu amor, a tus besos tu cuerpo y tu voz
A las horas contigo en tu lecho sintiendote en mi, y yo en ti
No renunciare, a tu piel, a la forma que siempre te ame
Al perfume que deja tu cuerpo en mi cuerpo
Al sabor de tu boca no renunciare
A las horas contigo en tu lecho sintiendote en mi, y yo en ti
No renunciare, a tu piel, a la forma que siempre te ame
A las horas contigo en tu lecho en tu cuerpo en tu amor
A la vida no renunciare
";No Renunciaré
"Conozco el atajo que llega al secreto que nunca diras
Se de aquel sendero que llega a tus labios por cualquier lugar
Descubrir la salsa que orquestan tus pasos en el adoquin
Y el llanto que escondes tras esa sonrisa de casting barato
Y de que me sirve
No sirve de nada
Conozco el aroma que dejan tus sueños si es que puede haber
Se que piensas mucho, hablas demasiado, y resuelves poco
Se cuando estas fria y aparentas fuegos por condescender
Se que a veces mientes, y yo hago maromas por no descubrirte
Y de que me sirve
No sirve de nada
Si tus celos piensan que no hay aventura que se me resista
Que hasta a veces quisiera parecerme al tipo que tu crees que soy
Para tener motivos, para vivir la vida
Para arrancarle un tajo de locura a esta miseria
De quererte tanto
Y no sirva de nada
Coro
No sirve de nada este delirio
De aferrarnos a una historia que murio sin darnos cuenta
No sirve de nada este castigo
De buscar en lo imposible algun borron y cuenta nueva
No sirve de nada
No sirve de nada
No sirve de nada
Conozco las dudas que te llevan siempre al mismo lugar
Se que estoy pagando facturas pendientes de algo que paso
Se que te desgastas buscandole absurdos a la realidad
Se que a veces dices, cuando tienes ganas de no decir nada
Y de que te sirve
No sirve de nada
Hacen falta dos para hallar la ecuacion de encontrar un culpable
Hace falta tiempo para tener ganas de desperdiciarlo
Hacen falta sueños para aferrarse a la realidad
Hace falta todo, y al final resulta que siempre es lo mismo
Y de que nos sirve
No sirve de nada
Coro
No sirve de nada este delirio
De aferrarnos a una historia que murio sin darnos cuenta
No sirve de nada este castigo
De buscar en lo imposible algun borron y cuenta nueva
No sirve de nada
No sirve de nada
No sirve de nada
Coro
No sirve de nada......
";No Sirve De Nada
"Debe ser la locura, de este amor imprudente
Que me ata sin cura, a tu falda inocente
Que me mantiene a oscuras el delirio inminente
De cambiar tu figura, por otra diferente
Me amarre a tu cintura, y aunque hable la gente
No te cambio por nada
Si conozco un buen día, una dama exquisita
Frenaré la osadía, de ofrecerle una cita
Si cabalgo el tranvía de esta vida finita
No comparto mi almohada, aunque nada me quita
Tengo el alma adiestrada
Y aunque el ego me invita
No te cambio por nada
No, no, no, no te cambio por nada
Ni por un viaje a Fiji con la Venus de Milo
Ni la Britney o Madonna me harán cambiar de estilo
No te cambio por nada
No te cambio por nada
Nunca falta una amiga, con su historia serpiente
Para vender intrigas, necesitas un cliente
Si te clava una duda y soy yo el penitente
Si mi verdad se hace muda, y le crees a la gente
Ni la Biblia te ayuda si no tienes presente
Que no te cambio por nada
No, no, no, no te cambio por nada
Ni por un viaje a Fiji con la Venus de Milo
Ni la Britney o Madonna me harán cambiar de estilo
No te cambio por nada
No te cambio por nada
Ni por un piso en la luna
Ni los tesoros de Suiza
Ni por un baño de espuma con la Garbo
Marilyn o Monalisa
No, no, no, no te cambio por nada
Ni por un viaje a Fiji con la Venus de Milo
Ni la Britney o Madonna me harán cambiar de estilo
No te cambio por nada
No te cambio por nada
No, no, no, no, te cambio por nada
Ni por la antología de mis peores pecados
Ni por la fantasía de un harem cotizado
No te cambio por nada
No te cambio por nada
";No Te Cambio por Nada
"Este es el noticiero de la mañana
El único que dice lo que le da la gana
Después de un corte regresamos
Con lo mas completo de lo que soportamos
O.J. salió libre de culpa
Diez millones dio Michael por disculpa
Vapulearon a otro indocumentado
Fue en defensa propia, dijeron los del jurado
Se dió a la fuga el ex-presidente
Con lo que le quitó a toda su gente
Juega en un casino en Montecarlo
Y bebe champagne y aqui nadie va a juzgarlo
Va a nevar en Haiti
Y hay bajo cero en Puerto Rico
No salga usted de alli
Que el tráfico esta en la hora pico
Y hay mas smog que en Chernovil
Abrace a los suyos y aférrece
Que aquí no es bueno el que ayuda
Sino el que no jode, acuerdece
El Vaticano prohibió los anitconceptivos
Prefieren niños con hambre que un preservativo
Y las cigueñas trabajan a dobles turnos
Pensarán abrir sucursales en Saturno
El futbol gana terreno en los Estados Unidos
Quieren cambiar la estructura pa' que tenga sentido
Hay que agrandar las porterias y ocho tiempos fuera
Pa' vendernos porquerías
Se cree que el chupacabras es un caso típico
Producto de la mixtura entre dos politicos
Es un depredador furtivo
Habrase visto semejante parecido
Va a nevar en Haiti
Y hay bajo cero en Puerto Rico
No salga usted de alli
Que el trafico esta en la hora pico
Y hay mas smog que en Chernovil
Abrace a los suyos y aferrece
Que aqui no es bueno el que ayuda
Sino el que no jode, acuerdesece
Si le hemos parecido amarillistas
Disculpe usted, no hubo noticias optimistas
Va a nevar en Haiti
Y hay bajo cero en Puerto Rico
No salga usted de alli
Que el tráfico esta en la hora pico
Y hay mas smog que en Chernovil
Abrace a los suyos y aferrece
Que aqui no es bueno el que ayuda
Sino el que no jode, acuerdesece
Hasta mañana...
";Noticiero
"Conviertes en oro el adoquin
Que pisas descalza por la casa
Alquimia en tus paso de jazmín
Vendimia de pasos cuando pasas
Vas dilatando mi pupila
Mientras preparas el café
En pantaleta en la cocina
Agua de luz para mi sed
Tan de marfil, tan delicada
Tan elocuaz, tan alocada
Como lluvia en el verano
Nube de luz bailando reggae
Vestida de Eva en el sillón
Nube de luz bañada de sol
Flotando del techo hasta el balcón
Nube de luz, nube de luz
Tus ojos de mar y miel de abeja
Tu curva perfecta lo ...
Persigo la estela que me deja
Tu linea perfecta lo miro
Tiene mas luz que la mañana
14 secretos mas que el mar
Y un milagro entre las manos
Nube de luz bailando reggae
Vestida de Eva en el sillón
Nube de luz bañada de sol
Flotando del techo hasta el balcón
Nube de luz...
Nube de luz bailando reggae
Vestida de Eva en el sillón
Nube de luz bañada de sol
Flotando del techo hasta el balcón
Nube de luz, nube de luz
";Nube de Luz
"Olvidarte es mas difícil que encontrarse al sol de noche
Que entender a los políticos o comprar la Torre Eiffel
Mas dificil que fumarse un habano en American Airlines
Mas dificil que una flor plastica marchita
Olvidarte es mas dificil que una flaca en un Botero
Que encontrarse a un gato verde, o a un cubano sin sabor
Mas dificil que Lady Di en la estacion del metro
Olvidarte es tan dificil olvidarte
Olvidarte, olvidarte
Es querer jalarle el pelo a una botella
Es creer que la memoria es un cassette para borrar
Olvidarte es recordar que es imposible
Olvidarte, olvidarte
Incluso es mas dificil que aguantarte
Si extraño tu neurosis y tus celos sin razon
Como no extrañar tu cuerpo en mi colchon
Olvidarte es un intento que no lo deseo tanto
Porque tanto es que lo intento que me acuerdo mucho mas
Y he llegado a sospechar que mi afan de no acordarme
Es lo que me tiene enfermo de recuerdos
Olvidarte es lo que espero para reanudar mi vida
Harto de seguir soñando con la posibilidad
De que un dia por error, o pura curiosidad
Le preguntes a un amigo por mis huesos
Olvidarte, olvidarte
Es querer jalarle el pelo a una botella
Es creer que la memoria es un cassette para borrar
Olvidarte es recordar que es imposible
Olvidarte, olvidarte
Incluso es mas dificil que aguantarte
Si extraño tu neurosis y tus celos sin razon
Como no extrañar tu cerpo en mi colchon
Es querer jalarle el pelo a una botella
Es creer que la memoria es un cassette para borrar
Olvidarte es recordar que es imposible
Olvidarte, olvidarte
Incluso es mas dificil que aguantarte
Si extraño tu neurosis y tus celos sin razon
Como no extrañar tu cuerpo en mi colchon
";Olvidarte
"La cama está que extraña el movimiento
Tu ropa extraña el aire, que le quitas
Y como un batallón en huelga de futuros
Se asoman tus zapatos por el closet
La casa está con ganas de clonarte
Y el cuadro en la pared, esta aburrido
Y es que hasta tu enemiga la cocina
Extraña aquellos guisos que no hacías
Y no se hable del reloj, que haraganea
Haciendo de un instante una odisea
Y pa' qué te hablo de mi si está de más
Pa' qué la verborragia cursi y necia
Pa' qué decirte que el peor es quien te habla
Pa' qué decirte que hoy que ya no estás
La casa se derrumba en mi cabeza
Y la puerta se abre sola por si vuelves
El sillón aún guarda huellas de tus curvas
Y el piso no es el mismo, sin tus pasos
Y el sol ya ni se asoma en la ventana
Sabiendo que no estás, para observarlo
Y no se hable de tu olor, que flota inerte
O del espejo que se inclina para verte
Y pa' qué te hablo de mi, si esta de más
Pa' qué la verborragia cursi y necia
Pa' qué decirte que el peor es quien te habla
Pa' qué decirte que hoy que ya no estás
La casa se derrumba en mi cabeza
Y la puerta se abre sola por si vuelves
";Pa' que
"Con mi amor y tus recesos
Mis delirios y accidentes
Tu dolor y mis tropiezos
Tus colirios mis pendiente
Con tu falda arremangada
Con mi angustia recurrente
Con tu espalda en tres almohadas
Y mi astucia haciendo puente
Tu pezón amenazando
Y mi boca haciendo fiesta
Un colchón de contrabando
Y la ropa haciendo siesta
Mi almidón y tu eficacia
Tu chantaje y mi venganza
Mi sillón y tu acrobacia
Mi equipaje y tu esperanza
Para bien o para mal ya se escribió
Para bien o para mal ya se archivó
Para bien o para mal se nos fugó
Con tu historia, mis anteojos
Con tu llave y mis cerrojos
Para bien o para mal
Se terminó
Con tu amor tan disfrazado
Mis mentiras, tus inventos
Con tu odio enamorado
Y el reloj matando el tiempo
La pasión en decadencia
La emoción en bancarrota
Sufrirá la descendencia
Las infamias de tu boca
Pera bien o para mal ya se escribió
Pera bien o para mal ya se archivó
Para bien o para mal se nos fugó
Con tu historia, mis anteojos
Con tu llave y mis cerrojos
Para bien o para mal
Se terminó
Para bien o para mas ya se escribió
Con tu historia, mis antojos
Con tu llave y mis cerrojos
Se terminó
";Para Bien o Para Mal
"Podría dibujar, a cien años luz, la mueca que pintas cuando llego
Podría sobornar, clavarme una cruz, con tal de inspirarte un hasta luego
Podría caminar en el fuego, para que me quieras como quiero
Podría transgredir, las fuerzas de Dios, podría no ser yo si se precisa
Podría contradecir, lo que diga mi voz, podría ser el gato en tu cornisa
Podría caminar en el fuego, para que me quieras como quiero
Pero soy el cero en tu izquierda, tu coartada
Tu fusible siempre en reserva, no tengo nada
Quiero ser el truco en tus trampas
Quitarme el miedo, jugar tu juego, hacer lo que no puedo
Para que me quieras como quiero
Podría soportar, la calamidad, de ser el juguete de tu juego
Podría claudicar, perder mi libertad, para que me quieras como espero
Podría caminar en el fuego, para que me quieras como quiero
Pero soy el cero en tu izquierda, tu coartada
Tu fusible siempre en reserva, no tengo nada
Quiero ser el truco en tus trampas
Quitarme el miedo, jugar tu juego, hacer lo que no puedo
Para que me quieras como quiero
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Para que me quieras como quiero
Pero soy el cero en tu izquierda, tu coartada
Tu fusible siempre en reserva, no tengo nada
Quiero ser el truco en tus trampas
Quitarme el miedo, jugar tu juego, hacer lo que no puedo
Para que me quieras como quiero
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Te quiero como quieres, me quieres como puedes
No quiero seguir queriendo así
Para que me quieras como quiero
";Para Que Me Quieras Como Quiero
"En algún lugar del tiempo y del planeta
Un milagro se fraguaba para mi
Cada miembro de tu estirpe
Te fue haciendo la maleta
Para ponerte hoy justito junto a mi
Cada punto y cruz de tu genealogía
Cada juego del azar y porvenir
Cada ancestro tuyo propagándose en la geografía
Para ponerte hoy justito junto a mi
Ya me vi, ya te vi
Por los siglos o minutos junto a mi
Ya me vi, ya te vi
Por el tiempo que nos jure el porvenir
Ya me vi gastando fechas del futuro junto a ti
Como otro eslabón del pedigrí
Ahora soy otro accidente en la cadena
Solo otro eslabón del pedigrí
Otro actor que se ha colado en tu historia y en tu escena
Por la culpa de quererte más que a mi
Ya me vi, ya te vi
Por los siglos o minutos junto a mi
Ya me vi, ya te vi
Por el tiempo que nos jure el porvenir
Ya me vi gastando fechas del futuro junto a ti
Como otro eslabón del pedigrí
Ya me vi, ya te vi
Por el tiempo que nos jure el porvenir
Ya me vi gastando fechas del futuro junto a ti
Como otro eslabón del pedigrí
";Pedigrí
"Pensar en ti
Allá afuera seis contra seis en la contienda futbolera del barrio
Aquí adentro un insecto se posa sin complejos en el ropero
Un voceador con objetivos de venta anuncia la peor noticia
Y la viuda de enfrente vió a un muchacho de veinte con malicia
Y el Sol que se apaga y la Luna se enciende
Y al vecino filósofo nadie lo entiende
Y advertí que el reloj no avanzaba
Presumí que era un defecto mecánico
No entendí que era por mí que no pasaba el tiempo
Porque siempre, siempre pensaba en ti
Pensar en ti, pensar en ti
Es como abrirle un agujero al tiempo
Pensar en ti
Pensar en ti, pensar en ti
Es un derroche de masoquismo
Pensar en ti, sin mí
Allá afuera cuatro contra tres fue el resultado final
Y el estornudo que di fue para aquél insecto un huracán
Y aquél voceador ha cambiado de noticia pues nada ha vendido
Y la viuda coqueta resolvió su problema como ha podido
Y la Luna se apaga y es el Sol que se enciende
Y el filósofo vuela en su cometa de humo
Y advertí que el reloj no avanzaba
Presumí que era un defecto mecánico
No entendí que era por mí que no pasaba el tiempo
Porque siempre, siempre pensaba en ti
Pensar en ti, pensar en ti
Es como abrirle un agujero al tiempo
Pensar en ti
Pensar en ti, pensar en ti
Es un derroche de masoquismo
Pensar en ti, sin mí
";Pensar en ti
"Quiero darme un receso
Y no vivir tan preso de tantísima apariencia
Sé que esta locura no le pondrá cura
Pero es cuestión de conciencia
Cuál es mi apellido
Por cuál rumbo vivo
Qué marca traigo en el coche
Si buscas la respuesta
Estarás dispuesta a hacer algo esta noche
En el mundo de lo superficial
El amor tiene algo de comercial...
Si es lo que traigo puesto
O mi presupuesto lo que hará que te enamores
Defenderá lo nuestro de cualquier siniestro
De la bolsa de valores
En el mundo de lo superficial
El amor tiene algo de comercial...
Piel de consumo
Yo no me sumo
A ir de compras al bazar del amor
Piel de consumo
Yo no me sumo
Soy algo más que un cheque al portador
El ser muy atractivo es lo más persuasivo
Para poder conquistar
Si es cabeza vacía sin filosofía
Eso no suele importar
Por ahí anda un muchacho
Ademanes de macho
Y mentiras a granel
Dice que tiene un yate
Y que es un gran magnate
Ten mucho cuidado con él
En el mundo de lo superficial
El amor tiene algo de comercial...
Piel de consumo
Yo no me sumo
A ir de compras al bazar del amor
Piel de consumo
Yo no me sumo
Soy algo más que un cheque al portador
";Piel de Consumo
"Todo era perfecto antes de ti
Aunque debo añadir algo aburrido
Sabía que eras peligro y te seguí
Y me volviste adicto a estar perdido
Tu boca fue el principio de mi fin
Tu piel el pasaporte del pecado
Del pecado
Verte caminar por la ciudad
Como si fuese propiedad privada
El tráfico a tus pies y voluntad
El norte se acomoda a tu mirada
Bipolar de diabla y cenicienta
Tanta calma anuncia una tormenta
Una tormenta
Besas, muerdes
Bailas después del amanecer
Fiesta, exceso
Nada que te pueda detener
Tu cuerpo es un bebe con metralleta
Boca que te exige ir a probar
Tus muslos como guardias de un tesoro
Tu blusa que está a punto de explotar
Tus ojos como puntas de meteoro
Yo te ofrezco el resto de mi vida
Por una noche más de esa prohibidas
De esas prohibidas
Besas, muerdes
Bailas después del amanecer
Fiesta, exceso
Nada que te pueda detener
Te vas sin anunciar
Cuando me empiezo a enamorar
Besas, muerdes
Bailas después del amanecer
Fiesta, exceso
Nada que te pueda detener
Tu cuerpo es un bebe con metralleta
Te vas sin anunciar
Cuando me empiezo a enamorar
Besas, muerdes
Bailas después del amanecer
Fiesta, exceso
Nada que te pueda detener
Tu cuerpo es un bebe con metralleta
";Piel Pecado
"[Intro Instrumental]
[Verso 1]
Vamos aclarando este asuntico
Ni tú estás pa' policía
Ni yo para andar huyendo
Vamos aclarando y te repito
Que no tengo todo el día para seguir discutiendo
Si esto fuera una olimpiada
Romperías todos los récords
De arruinarnos el momento
[Verso 2]
Vamos aclarando este pendiente
Yo no soy tu propiedad
Y me harté de hacerme el mudo
Quítate el complejo de teniente
Que el amor sin libertad
Dura lo que un estornudo
Son iguales los defectos que hoy me tiras en la cara
Y al principio eran perfectos
[Coro 1]
Vamos aclarando el panorama
Que hay pingüinos en la cama
Por el hielo que provocas
Si hace más de un mes que no me tocas
<a annotation-fragment=""13044138"" class=""referent"" classification=""unreviewed"" data-id=""13044138"" href=""/Ricardo-arjona-pinguinos-en-la-cama-lyrics#note-13044138"" image=""false"" ng-class=""{
          'referent--linked_to_preview': song_ctrl.referent_has_preview(fragment_id),
          'referent--linked_to_preview_active': song_ctrl.highlight_preview_referent(fragment_element_id),
          'referent--purple_indicator': song_ctrl.show_preview_referent_indicator(fragment_element_id)
        }"" ng-click=""open()"" on-hover-with-no-digest=""set_current_hover_and_digest(hover ? fragment_id : undefined)"" pending-editorial-actions-count=""0"" possibly-branded=""false"" prevent-default-click="""">Ni te dejas sobornar por este beso escurridizo
Que busca boca y encuentra el piso
[Coro 2]
Vamos aclarando el panorama
Yo no estoy pa' crucigramas
Ni tú para masoquista
Ya no sueñas viajes al caribe
Por tu rol de detective y mi papel del fugitivo
Yo busco un sueño y tú un testigo
[Verso 3]
Siempre con la misma cantaleta
Me voy para no volver
Tengo listo el equipaje
Llenas y vacías la maleta
¿Cómo puedes pretender que me coma ese chantaje?
Tienes cero en actuación
Diez en manipulación
Y una beca en el psiquiatra
[Coro 1]
Vamos aclarando el panorama
Que hay pingüinos en la cama
Por el hielo que provocas
Si hace más de un mes que no me tocas
<a annotation-fragment=""13044138"" class=""referent"" classification=""unreviewed"" data-id=""13044138"" href=""/Ricardo-arjona-pinguinos-en-la-cama-lyrics#note-13044138"" image=""false"" ng-class=""{
          'referent--linked_to_preview': song_ctrl.referent_has_preview(fragment_id),
          'referent--linked_to_preview_active': song_ctrl.highlight_preview_referent(fragment_element_id),
          'referent--purple_indicator': song_ctrl.show_preview_referent_indicator(fragment_element_id)
        }"" ng-click=""open()"" on-hover-with-no-digest=""set_current_hover_and_digest(hover ? fragment_id : undefined)"" pending-editorial-actions-count=""0"" possibly-branded=""false"" prevent-default-click="""">Ni te dejas sobornar por este beso escurridizo
Que busca boca y encuentra el piso
[Coro 2]
Vamos aclarando el panorama
Yo no estoy pa' crucigramas
Ni tú para masoquista
Ya no sueñas viajes al caribe
Por tu rol de detective y mi papel del fugitivo
Yo busco un sueño y tú un testigo
[Verso 4]
Con la dosis justa de cinismo
Preguntas qué harías sin mí
Si ya no vuelves a verme
Para ser sincero haría lo mismo
Solo que si estoy sin ti
Lo haría sin esconderme
Lo haría sin esconderme...
";Pinguinos en la Cama
"Vamos aclarando este asuntico
Que no estas pa policia
Ni yo para andar huyendo
Vamos aclarando y te repito
Que no tengo todo el dia para seguir discutiendo
Si esto fuera una olimpiada
Romperias todos los records de
Arruinarnos el momento
Vamos aclarando este pendiente
Yo no soy tu propiedad
Y me harte de hacerme el mudo
Quitate el complejo de teniente
Que el amor sin libertad
Dura lo que un estornudo
Son iguales los defectos
Que hoy me tiras en la cara
Que al principio eran perfectos
Vamos aclarando el panorama
Que hay pinguinos en la cama
Por el hielo que provocas
Si hace mas de un mes que no me tocas
Ni te dejas sobornar por ese beso escurridizo
Que busca el cielo y encuentra el piso
Vamos aclarando el panorama yo no estoy paï¿½
Crucigramas ni tu para masoquista
Ya no sue as viajes al caribe
Por tu rol de detective y mi papel del fugitivo
Yo busco un sueo y tu un testigo
Siempre con la misma cantaneta
Me voy para no volver tengo listo el equipaje
Llenas y vacias la maleta
Como puedes pretender que me coma ese chantaje
Tienes cero en actuacion, diez en manipulacion
Y una beca en el psiquiatra
Vamos aclarando el panorama
Que hay pinguinos en la cama
Por el hielo que provocas
Si hace mas de un mes que no me tocas
Ni te dejas sobornar por ese beso escurridizo
Que busca boca y encuentra el piso
Vamos aclarando el panorama yo no estoy paï¿½
Crucigramas ni tu para masoquista
Ya no sueas viajes al caribe
Por tu rol de detective y mi papel del fugitivo
Yo busco un sueo y tu un testigo
Con la dosis justa de sinismo
Preguntas que harias sin mi
Si ya no vuelves a verne
Para ser sincero haria lo mismo
Solo que si estoy sin ti
Lo haria sin esconderme
Lo haria sin esconderme
Pinguinos en la cama
";Pinguinos En La Cama (Piano & Strings Version)
"Ropa en el suelo, un papel tirado
Un zapato aqui y el otro por alla
Restos de la cena que ayer tuvimos
Y que interrumpimos para amarnos mas
De este lado esta mi sueter
Por el otro tu vestido
Una taza fria de te
Nada en su lugar
Un espejo que nos mira
Un reloj que es el testigo
Y aqui solos tu y yo
Por amor
Por amor
Nos entregamos como niños inocentes
Aunque no piense lo mismo la gente
Por amor
Por amor
Ancla mi barca en el muelle de tu puerto
Despues recorro como el mar todo tu cuerpo
Por amor
Por amor
Aunque el invierno haga que la noche sea fria
Yo la convierto en una hoguera si eres mia
Por amor
Por amor
En la humildad de estas paredes nos unimos
Cuerpo con cuerpo el paraiso descubrimos
Por amor
Por amor
Una vela que alumbra
Combatiendo penunbra
Y aqui estamos tu y to
Ese cuadro tan viejo
Ese trinchante sin vidrios
La silla que cojea
Amor, todos es de los dos
A la vajilla de porcelana
Le hacen falta varias piezas
La pintura, las cortinas
Tienen su tiempo ya
Y te digo una y mil veces
Cuanto yo te quiero
Tu me abrazas y al oido digo
Es por amor
Por amor
Nos entregamos como niños inocentes
Aunque no piense lo mismo la gente
Por amor
Por amor
Ancla mi barca en el muelle de tu puerto
Despues recorro como el mar todo tu cuerpo
Por amor
Por amor
Aunque el invierno haga que la noche sea fria
Yo la convierto en una hoguera si eres mia
Por amor
Por amor
En la humildad de estas paredes nos unimos
Cuerpo con cuerpo el paraiso descubrimos
Por amor
";Por Amor
"No se acaba el amor
Solo con decir adiós
Hay que tener presente
Que el estar ausente
No anula el recuerdo
Ni compra el olvido
Ni nos borra del mapa
El que tu no estés
No te aparta de mí
Entre menos te tengo
Mas te recuerdo aunque quiera olvidarte
Estas en mi mente
Y me pregunto 1000 veces
¿Por qué es tan cruel el amor?
Que no me deja olvidar
Que me prohíbe pensar
Que me ata y desata y luego de a poco me mata
Me bota, y levanta y me vuelve a tirar
¿Por qué es tan cruel el amor?
Que no me deja olvidar
Porque aunque tu ya no estés
Se mete en mi sangre
Y se va de rincón en rincón
Arañándome el alma
Y rasgando el corazón
¿Por qué es tan cruel el amor?
No se acaba el amor
Solo porque no estas
No se puede borrar así por así nuestra historia
Seria matar la memoria y quemar nuestras glorias
¿Por qué es tan cruel el amor?
Que no me deja olvidar
Que me prohíbe pensar
Que me ata y desata y luego de a poco me mata
Me bota, y levanta y me vuelve a tirar
¿Por qué es tan cruel el amor?
Que no me deja olvidar
Porque aunque tu ya no estés
Se mete en mi sangre
Y se va de rincón en rincón
Arañándome el alma
Y rasgando el corazón
¿Por qué es tan cruel el amor?
¿Por qué es tan cruel el amor?
Que no me deja olvidar
Que me prohíbe pensar
Que me ata y desata y luego de a poco me mata
Me bota, y levanta y me vuelve a tirar
........
";Porque es tan cruel el amor
"Arjona
Tú me dices
Yo te digo
Y así empieza nuestra guerra cotidiana
Yo me armo de adjetivos
Tú conjugas el peor de mis pasados
Ednita
Y te apunto
Donde duele
Y te acuerdo el peor de tus pecados
Tú reviras la ofensiva
Y disparas donde sabes que haces daño
Arjona
Y en el campo de batalla
Quedan muertos los minutos que perdemos
Tú me dices
Yo te digo
Y así acaba nuestra guerra cotidiana
Esta guerra sin cuartel que nadie gana
Ambos
Porque hablamos
Y no usamos ese tiempo en darnos besos
Arjona
En pintarnos con las manos
Las caricias que queremos
Ambos
Y que no nos damos
Porque siempre hablamos
Ednita
De lo tuyo y de lo mío
Arjona
Del pasado y los culpables
Ambos
Mientras muere otro minuto
Porque hablamos
Arjona
Ya te dije
Que no es cierto
Ya dijiste que tú no eres lo que digo
Nadie cree
Nadie acepta
Cada quien defiende su utopía
Ednita
Y el fantasma de la duda
Se abre paso en la frontera del futuro
Y el presente moribundo
Se consuela con lo poco que nos queda
Arjona
Y te quiero
Ednita
Y me quieres
Pero somos más idiotas que sensatos
Y aparece otro día
Arjona
Y nos van quedando llagas incurables
De esta maldita enfermedad de hablar de más
Ambos
Porque hablamos
Y no usamos ese tiempo en darnos besos
En pintarnos con las manos
Las caricias que queremos
Y que no nos damos
Porque siempre hablamos
De lo tuyo y de lo mío
Del pasado y los culpables
Mientras muere otro minuto
Porque hablamos
...mientras muere otro minuto
Ednita
Porque hablamos
Arjona
Porque hablamos
";Porque hablamos
"Letra de Porque PuedoYo no estoy aquí pa' ver si puedo
Porque puedo estoy aquí
Dices ""No"" y no tengo miedo
Dices ""Vete"" y yo me quedo
Hasta que digas que si
Dicen que hablas mal de mi
Pero no hablaste conmigo
Yo que ni te conocí
Solo al verte decidí
Que voy a vivir contigo
Ya te vi en el celular
En tus fotos de Instagram
Coqueteandole a un espejo
Yo te voy a recordar
Que la que busca un superman
Termina con un pendejo
Aprovechate de mi soy todito para ti
Ahi te dejo esta cartita
Envueltita en celofan
Solo le pido una cita
Usted no esta pa' señorita
Y yo menos pa' don juan
Ahi te espero en la esquinita
Debajito del farol
Pongaseme bien bonita
No se me haga la exquisita que sube el colesterol
Ya te vi en el celular
En tus fotos de Instagram
Coqueteandole a un espejo
Yo te voy a recordar
Que la que busca un superman
Termina con un pendejo
Aprovechate de mi
Estoy de oferta para ti
Yo no estoy aquí pa' ver si puedo
Porque puedo estoy aquí
";Porque Puedo
